title,wikipedia,wikidata,subject
RE:Aemilius 15b,,Q19981464,
RE:Anicius 6a,,Q19987940,
RE:Aemilius 26b,,Q19981477,
RE:Aelius 34a,,Q19981140,
RE:Aelius 75a,,Q19981142,
RE:Atidius 4,,Q19992329,
RE:Annius 26a,,Q19988136,
RE:Aelius 131a,,Q19981134,
RE:Aemilius 163a,,Q19981442,
RE:Acilius 57a,,Q19980434,
RE:Aktor 5,,Q19250787,
RE:Aquilius 29a,,Q19990893,
RE:Arsou,,Q19992015,
RE:Acilius 2a,,Q19984156,
RE:Aradita,,Q19991020,
RE:Acilius 18a,,Q19980320,
RE:Ἀρτιστήρ,,Q19992038,
RE:Artynes,,Q19992041,
RE:Aiacius 3,,Q19982606,
RE:Arsitis,,Q19992014,
RE:Aquadosa,,Q19990743,
RE:Artatio,,Q19992018,
RE:Plotius 8,,Q19997173,
RE:Plotius 1,,Q19997170,
RE:Artazates,,Q19992022,
RE:Plinius 7,,Q19997168,
RE:Archidendrophorus,,Q19991466,
RE:Aphroditis,,Q19989988,
"RE:Ara, Arae 3b",,Q19990948,
RE:Plotius 7,,Q19997172,
RE:Plotius 2,,Q19997171,
RE:Arkesikerta,,Q19991910,
RE:Aphlaron,,Q19989923,
RE:Aliane,,Q19985357,
RE:Plotius,,Q20003731,
RE:Arbilesenon,,Q19991187,
RE:Artykas,,Q19992040,
RE:Arimnus,,Q19991723,
RE:Aremtheïnos,,Q19991598,
RE:Aco 2,,Q19980477,
RE:Artaxata 2,,Q19992019,
RE:Arzamon,,Q19992054,
RE:Plinius 8,,Q19997169,
RE:Asprudis,,Q19992239,
RE:Agedius,,Q19982124,
RE:Apradis,,Q19990647,
RE:Apolum,,Q19990483,
RE:Arepa,,Q19991604,
RE:Acaunus,,Q19979979,
RE:Abersis,,Q19979792,
RE:Plotius 9,,Q19997174,
RE:Araske,,Q19991098,
RE:Arsita,,Q19992013,
RE:Acqualagna,,Q19980494,
RE:Aʿra,,Q19979632,
RE:Arakka,,Q19991054,
RE:Pixodaros 2,,Q19997164,
RE:Arbianes,,Q19991185,
RE:Plotius 15,,Q19997175,
RE:Artokes,,Q19992039,
RE:Aradum,,Q19991038,
RE:Pius 5,,Q20003015,
RE:Anxis,,Q19989697,
RE:Amoequum,,Q19986386,
RE:Apatura,,Q19989791,
RE:Amosta,,Q19986415,
RE:Alepikre,,Q19984724,
RE:Pitana,,Q19997162,
RE:Aquilleam,,Q19990931,
RE:Abylloi,,Q19979967,
RE:Phrynis,,Q19997150,
RE:Alamundarus,,Q19984290,
RE:Andiritum,,Q19987518,
RE:Andranosa,,Q19987525,
RE:Ascletario,,Q19992125,
RE:Andacas,,Q19987515,
RE:Aminea,,Q19986257,
RE:Agar,,Q19981928,
RE:Phryx 3,,Q20002997,
RE:Abdere,,Q19979758,
RE:Anice,,Q19987933,
RE:Apameia 8,,Q19989757,
RE:Abarne,,Q19979701,
RE:Ansipedon,,Q19988364,
RE:Alexandreia 21a,,Q19984845,
RE:Pistrinum,,Q20003007,
RE:Aeipolis,,Q19981089,
RE:Asklation 2,,Q19992206,
RE:Almanticum,,Q19985694,
RE:Anamta,,Q19998388,
RE:Anemusa,,Q19987868,
RE:Andratana,,Q19987529,
RE:Pistris,,Q20003009,
RE:Acheon,,Q19980199,
RE:Piso 7,,Q19997158,
RE:Pisuertes,,Q20003011,
RE:Agrienon,,Q19984170,
RE:Avranches,,Q19992648,
RE:Aiamene,,Q19982631,
RE:Adaba,,Q19980605,
RE:Adiazane,,Q19980802,
RE:Pistyros,,Q19997161,
RE:Alamundarus 3,,Q19984292,
RE:Carimondas,,Q19994427,
RE:D. Pius Cassius,,Q19997163,
RE:Pit-,,Q20003013,
RE:Ainos 7a,,Q19982890,
RE:Amarium,,Q19985979,
RE:Pistus,,Q19997160,
RE:Piso 4,,Q19997155,
RE:Peithon 6,,Q20003738,
RE:Arcirma,,Q19991589,
RE:Archelaos 14,,Q19991309,
RE:Arcitenens,,Q19998962,
RE:Boinoa,,Q19994011,
RE:Arcobriga 2,,Q19991591,
RE:Aristobulos 18,,Q19991765,
RE:Plautius 57,,Q19997167,
RE:Arlaph,,Q19991933,
RE:Piso 3,,Q19997154,
RE:Arcilapopolis,,Q19991587,
RE:Pista,,Q20003005,
RE:Boioi 1,,Q19994016,
RE:Pissaion,,Q19997159,
RE:Arciotis,,Q19991588,
RE:Piso 6,,Q19997157,
RE:Piso 5,,Q19997156,
RE:Armenius 1,,Q19991967,
RE:Boios 1,,Q19994026,
RE:Akachia,,Q19983170,
RE:Boion 2,,Q19994019,
RE:Plautius 56,,Q19997166,
RE:Alektoria,,Q19984660,
RE:Plautius 55,,Q19997165,
RE:Apollonios 115,,Q19990313,
RE:Pisoninus,,Q20003001,
RE:Archebios 4,,Q19991263,
RE:Piso 2,,Q19997153,
RE:Achaemenis,,Q19980101,
RE:Pisonius,,Q20003003,
RE:Boinasa,,Q19994010,
RE:Βελλεροφόντειος δῆμος,,Q19993416,
RE:Arcilais,,Q19998961,
RE:Archon 6,,Q19991566,
RE:Buthrotos,,Q19994350,
RE:Boion 1,,Q19994018,
RE:Aktor 13,Aktor (Sohn des Hippasos),Q19250779,Q17521119
RE:Minicius 12,Minucius Felix,Q19250348,Q319423
RE:Aion 1a,Aion,Q19250464,Q294334
RE:Cloelius 2,Gaius Cluilius,Q19250699,Q383174
RE:Acilius 4a,Acilius,Q19250620,Q341438
RE:Buthroton,Butrint,Q19994349,Q188694
RE:Antiochos 35,Antiochos XII.,Q19989183,Q311107
RE:Aineias 5,Aineias,Q19250465,Q235981
RE:Astypalaia 8,Astypalaia,Q19250640,Q371206
RE:Astyoche 8,Astyoche (Tochter des Simoïs),Q19250644,Q752353
RE:Herodes 15,Herodes Boethos,Q19250525,Q543853
RE:Antiochos 30,Antiochos VII.,Q19989175,Q294945
RE:Antiochos 31,Antiochos VIII.,Q19989177,Q311112
RE:Aigai 7,Aigai,Q19250617,Q404197
RE:Antiochos 33,Antiochos X.,Q19989179,Q310808
RE:Alkimachos 5a,Alkimachos,Q19358701,Q2647437
RE:Agedillus,Töpferei,Q19250560,Q11642
RE:Alkimos 17a,Alkimos,Q19358699,Q4727704
RE:Kohle,Kohle,Q19996851,Q24489
RE:Arcobriga 1,Arcos de Valdevez,Q19991590,Q490302
"RE:Aurelianorum (Aurelianensis) civitas, Aureliani",Orléans,Q19992499,Q6548
RE:Archias 18,Archias (Statthalter),Q19991427,Q11906643
RE:Metina,Rhone,Q19250447,Q602
RE:Agathokles 14c,Agathokles,Q19250356,Q391435
RE:Cloelius 10,Quintus Cloelius Siculus (Konsul),Q19250690,Q512908
RE:Aristobulos 5,Aristobulos I.,Q19250535,Q335124
RE:Ardea 2,Ardea,Q19250685,Q241733
RE:Agde,Agde,Q19250562,Q191396
RE:Agathon 16,Agathon (Architekt),Q19250357,Q391489
RE:Antiochos 28,Antiochos V.,Q19989173,Q298628
RE:Aktor 10,Aktor (Sohn des Akastos),Q19250782,Q17521118
RE:Herodes 18,Herodes von Chalkis,Q19250549,Q554603
RE:Antiochos 32,Antiochos IX.,Q19989178,Q296446
RE:Antiochos 29,Antiochos VI.,Q19989174,Q298624
RE:Astypalaia 7,Astypalaia (Begriffsklärung),Q19250641,Q17521386
RE:Cloelius 13,Cloelia,Q19250687,Q868015
RE:Astyochos 3,Astyochos,Q19250650,Q752355
RE:Antiochos 34,Antiochos XI.,Q19989181,Q299618
RE:Demetrios 42,Demetrios III.,Q19250532,Q312809
RE:Mellodunum,Melun,Q19250496,Q41139
RE:Alkinoe 4,Alkinoe,Q19358697,
RE:Alexandros 65a,Alexandros,Q19250336,
RE:Astypalaia 5,Astypalaia (Begriffsklärung),Q19250643,
RE:Astypalaia 3,Astypalaia (Begriffsklärung),Q19250653,
RE:Astypalaia 6,Astypalaia (Begriffsklärung),Q19250642,
RE:Astypalaia 1,Astypalaia (Begriffsklärung),Q19250651,
RE:Astypalaia 2,Astypalaia (Begriffsklärung),Q19250652,
RE:Cluana,Cluana,Q19250718,
RE:Cenabum,Orléans,Q19994465,
RE:Aurelianensis urbs,Orléans,Q19992498,
RE:Antiphatas,,Q19989305,
RE:Bas....lia,,Q19993109,
RE:Bakcheion 2b,,Q19992810,
RE:Antipatros 16,,Q19989256,
RE:Bakcheion 2a,,Q19992809,
RE:Apollonios 53,,Q19990371,
RE:Apelles 7,,Q19989834,
RE:Archelaos 12,,Q19991307,
RE:Apelles 6,,Q19989833,
RE:Antigonos 8,,Q19988863,
RE:Βασιλισταί,,Q19993100,
RE:Issorion,,Q19996582,
RE:Ingriones,,Q19996514,
RE:Apaturios 4,,Q19989798,
RE:Ἀλεξανδρεῖς,,Q19984857,
RE:Apollonis 4,,Q19990455,
RE:Ingauni,,Q20002667,
RE:Βακχεασταί,,Q19992806,
RE:Ingena,,Q19996513,
RE:Apollonides 21,,Q19990298,
RE:Istanioi,,Q19996585,
RE:Antigone 7,,Q19988821,
RE:Apama 4,,Q19989754,
RE:Apama 6,,Q19989756,
RE:Archelaos 13,,Q19991308,
RE:Archedamos 5,,Q19991271,
RE:Apama 2,,Q19989752,
RE:Andronikos 14,,Q19987765,
RE:Agelaos 9,,Q19982140,
RE:Alkimos 15,,Q19985567,
RE:Antenor 6,,Q19988492,
RE:Alexandros 30,,Q19984900,
RE:Agathokles 17,,Q19982048,
RE:Agetas,,Q19982237,
RE:Andronidas,,Q19987731,
RE:Agepolis,,Q19982178,
RE:Andromachos 11,,Q19987655,
RE:Alexamenos 1,,Q19984817,
RE:Amynandros 2,,Q19986867,
RE:Alexandros 32,,Q19984902,
RE:Ammonios 9,,Q19986335,
RE:Agesilochos,,Q19982217,
RE:Alexandros 33,,Q19984903,
RE:Andragoras 1,,Q19987520,
RE:Alexandros 31,,Q19984901,
RE:Akichorios,,Q19983288,
RE:Andronikos 12,,Q19987761,
RE:Andronikos 16,,Q19987769,
RE:Ammonios 7,,Q19986333,
RE:Andronikos 15,,Q19987767,
RE:Alexandros 29,,Q19984899,
RE:Andromachos 10,,Q19987652,
RE:Andronikos 13,,Q19987763,
RE:Ananias 1,,Q19987165,
RE:Phoinix 13,,Q19997147,
RE:Kyprischer Kalender,,Q19996949,
RE:Conbaristum,,Q20000708,
RE:Conatus,,Q20000701,
RE:Concursus delictorum,,Q20000715,
RE:Κύφος,,Q19996947,
RE:Condemnatio 2,,Q19994716,
RE:Ieusdrinus,,Q19996492,
RE:Adaios 4,,Q19980631,
RE:Kypria,,Q20002855,
RE:Auctoritas 1,,Q19992377,
RE:Auctoritas 3,,Q19992379,
RE:Conventio,,Q19994775,
RE:Cognitor 1,,Q19994696,
RE:Auctoratus,,Q19992376,
RE:Istaevones,Istvaeonen,Q19996584,Q371290
RE:Agathokles 19,Agathokles (Ägypten),Q19982050,Q391458
RE:Achaios 4,Achaios der Jüngere,Q19980150,Q535413
RE:Antigonos 9,Antigonos der Hasmonäer,Q19988864,Q359687
RE:Agathokles 18,Agathokles (Sohn des Lysimachos),Q19982049,Q391454
RE:Apama 5,Apame (Gattin des Pharnabazos),Q19989755,Q11906173
RE:Alexandros 28,Alexander Helios,Q19984898,Q351538
RE:Antiochos 24,Antiochos,Q19989168,Q286181
RE:Antiochos 23,Antiochos Hierax,Q19989167,Q355917
RE:Alexandros 22,Alexander I. Balas,Q19984891,Q297657
RE:Antiochos 21,Antiochos I.,Q19989165,Q211488
RE:Ingwer,Ingwer,Q19996515,Q35625
RE:Antipatros 19,Antipatros (Seleukide),Q19989259,Q2653460
RE:Apama 1,Apame,Q19989751,Q237626
RE:Antigone 5,Antigone von Makedonien,Q19988817,Q518039
RE:Antimachos 22,Antimachos II. Nikephoros,Q19989041,Q577756
RE:Apodakos,Apodakos,Q19990072,Q618813
RE:Antiochos 27,Antiochos IV.,Q19989172,Q3356
RE:Andronikos 11,Andronikos von Olynthos,Q19987759,Q513816
RE:Mazara 2,Elazığ,Q19997045,Q174060
RE:Antimachos 21,Antimachos I.,Q19989038,Q577747
RE:Antiochos 22,Antiochos II.,Q19989166,Q222930
RE:Agathokles 20,Agathokles (Baktrien),Q19982051,Q211426
RE:Andromachos 9,Andromachos (Sohn des Achaios),Q19987650,Q512839
RE:Andromachos 8,Andromachos von Aspendos,Q19987649,Q512841
RE:Apama 3,Apame (Gattin des Magas),Q19989753,Q451066
RE:Alexandros 24,Alexander Jannäus,Q19984894,Q319107
RE:Antigone 6,Antigone von Epirus,Q19988819,Q269946
RE:Antipatros 17,Antipatros (Idumäer),Q19989257,Q319075
RE:Alexandra 2,Salome Alexandra,Q19984820,Q266591
RE:Andriskos 4,Andriskos,Q19987560,Q362068
RE:Andragoras 2,Andragoras,Q19987523,Q456935
RE:Ananias 2,Hananias ben Nedebaios,Q19987167,Q485854
RE:Compluvium,Compluvium,Q19994705,Q868614
RE:Achaios 3,Achaios der Ältere,Q19980149,Q1897013
RE:Antiochos 26,Antiochos (Sohn des Antiochos III.),Q19989169,Q2045778
RE:Apega,Apega,Q19989806,Q618130
RE:Alexandros 25,Alexander (Sohn des Aristobulos),Q19984895,Q636434
RE:Ingaevones,Ingwäonen,Q19996512,Q1097118
RE:Abinerglos,Abinergaos I.,Q19979824,Q321327
RE:Issos,Issos,Q19996583,Q1360503
RE:Antialkidas,Antialkidas,Q19988702,Q574812
RE:Amastris 7,Amastris,Q19986005,Q262329
RE:Μάγοι,Mager,Q19997036,Q876933
RE:Alexandros 23,Alexander II. Zabinas,Q19984892,Q315006
RE:Alexandros 26,Tiberius Iulius Alexander (Vater),Q19984896,Q1243557
RE:Antipatros 18,Antipatros (Sohn des Herodes),Q19989258,Q581668
RE:Abrupolis,Abrupolis,Q19979914,Q331602
RE:Meclodunum,Melun,Q19997052,Q41139
RE:Alexandros 34,Alexandros,Q19984904,
RE:Cognitor 2,,Q19994697,
RE:Continentia urbis,,Q19994773,
RE:Phoinix 14,,Q19997148,
RE:Controversia,,Q19994774,
RE:Adaios 2,,Q19980627,
RE:Anonymus Iamblichi,,Q19988341,
RE:Auctoratio,,Q19992375,
RE:Concursus actionum,,Q19994711,
RE:Auctoritas 5,,Q19992381,
RE:Contiensis,,Q19994772,
RE:Compulsor,,Q20000688,
RE:Colobana,,Q19994700,
RE:Compromissum,,Q19994706,
RE:Κυνὸς κεφαλή,,Q19996946,
RE:Auctoramentum,,Q19992374,
RE:Concussio,,Q19994712,
RE:Conae,,Q19994709,
RE:Μαζαμίας,,Q19997044,
RE:Cognitus,,Q20000666,
RE:Auctoritas 2,,Q19992378,
RE:Phoinix 6,,Q19997146,
RE:Compulteria,,Q20000693,
RE:Κύπριαι νῆσοι,,Q19996948,
RE:Consumptio actionis,,Q19994770,
RE:Auctoritas 4,,Q19992380,
RE:Ifles,,Q19996495,
RE:ἐπὶ Παλλαδίῳ,,Q19997138,
RE:Galoron,,Q19996012,
RE:Παλιντοκία,,Q19997135,
RE:Nerigon,,Q19997117,
RE:Aristaios 7,,Q19991740,
RE:Gaios 7,,Q19995972,
"RE:Theuma, Teuma",,Q19997415,
"RE:Gallus et Galla, Graecus et Graeca",,Q19996010,
RE:Neretum,,Q20002972,
RE:Παλ..έων ὁ δῆμος,,Q19997133,
RE:Palilia,,Q20002993,
RE:Palatinus 1,,Q20002985,
RE:Gelon 6,,Q19996049,
RE:Theudimund,,Q20003199,
RE:Nerente,,Q19997116,
RE:Θεσεβώνη,,Q20003186,
RE:Turpilius 7,,Q19997416,
RE:Gelon 4,,Q19996047,
RE:Nerikon,,Q19997118,
"RE:Θητών, Θητώνιον",,Q19997411,
RE:Neritis,,Q19997121,
RE:Palinza,,Q19997136,
RE:Theudas,,Q19997412,
RE:Thesida,,Q20003190,
RE:Thespeia 2,,Q19997410,
RE:Nereis,,Q19997115,
RE:Pheidias 5,,Q19997142,
RE:Neripi,,Q20002976,
RE:Palgosoleai (?),,Q20002991,
RE:Pallacontas,,Q20002995,
RE:Theuda,,Q20003198,
RE:Palia,,Q19997134,
RE:Paleis,,Q20002989,
RE:Nerikos,,Q19997119,
RE:Nergobriga,,Q20002974,
RE:Gelon 5,,Q19996048,
RE:Palla 3,,Q19997137,
RE:Pale 2,,Q20002987,
RE:Gaia Taracia,,Q19995970,
RE:Thesmia,,Q20003192,
RE:Thesaurus,,Q19997407,
RE:θese,,Q19997408,
RE:Thesmophorion,,Q20003195,
RE:Thesimenes,,Q19997409,
RE:Galmei,,Q19996011,
RE:Dossennus,,Q19995336,
RE:Dositheos 10,,Q19995332,
RE:Archytas 4,,Q19991577,
RE:Dositheos 7,,Q19995329,
RE:Isidoros 33,,Q19996574,
RE:Archonides 3,,Q19991571,
RE:Pheidias 1,,Q19997141,
RE:Isidoros 32,,Q19996573,
RE:Ἀρχώνης,,Q19991568,
RE:Archippos 13,,Q19991531,
RE:Mystes 3,,Q19997113,
RE:Doso,,Q19995335,
RE:Archisarmi,,Q19991537,
RE:Doskoi,,Q19995334,
RE:Arcifinius ager,,Q19998960,
RE:Arcilacis,,Q19991585,
RE:Archytas 2,,Q19991575,
RE:Dositheos 11,,Q19995333,
RE:Archippos 14,,Q19991532,
RE:Mystes 1,,Q19997111,
RE:Archippos 10,,Q19991528,
RE:Archippos 9,,Q19991527,
RE:Archistratos,,Q19991539,
RE:Isidoros 28,,Q19996572,
RE:Archippos 11,,Q19991529,
RE:Mystes 4,,Q19997114,
RE:Archonides 2,,Q19991570,
RE:Mystagogos,,Q19997109,
RE:Arcidava,,Q19991584,
RE:Archostasios,,Q19991573,
RE:Archippos 8,,Q19991526,
RE:Ἀρχός,,Q19991572,
RE:Archytas 5,,Q19991578,
RE:Mystes 2,,Q19997112,
RE:Archytas 6,,Q19991579,
RE:Dositheos 8,,Q19995330,
RE:Arcias,,Q19991583,
RE:Archondas,,Q19991567,
RE:Archytas 1,,Q19991574,
RE:Archytas 7,,Q19991580,
RE:Arciaco(n),,Q19991582,
RE:Dositheos 9,,Q19995331,
RE:Isidoros 21,,Q19996570,
RE:Archonides 1,,Q19991569,
RE:Mystes,,Q19997110,
RE:Archistas,,Q19991538,
RE:Archierios,,Q19991472,
RE:Archimelos,,Q19991498,
RE:Ἀρχιεροθύτης,,Q19991473,
RE:Archidamos 10,,Q19991458,
RE:Archidamos 6,,Q19991452,
RE:Archippos 2,,Q19991518,
RE:Archidemus,,Q19991465,
RE:Archigybernes,,Q19991477,
RE:Archippos 4,,Q19991521,
RE:Archilas,,Q19991486,
RE:Archinara,,Q19991502,
RE:Archinos 3,,Q19991506,
RE:Archinos 7,,Q19991511,
RE:Archidamos 7,,Q19991453,
RE:Archimedes 2,,Q19991494,
RE:Archinos 4,,Q19991507,
RE:Ἀρχιερανιστής,,Q19991470,
RE:Archippos 6,,Q19991524,
RE:Archidamos 12,,Q19991463,
RE:Archikles 5,,Q19991483,
RE:Archinos 1,,Q19991503,
RE:Archigenes,,Q19991475,
RE:Archilochos 3,,Q19991490,
RE:Archile,,Q19991487,
RE:Ἀρχιφύλαξ,,Q19991513,
RE:Archikles 4,,Q19991482,
RE:Archippos 1,,Q19991516,
RE:Archimedes 4,,Q19991497,
RE:Archilaidas,,Q19991485,
RE:Archikles 2,,Q19991479,
RE:Archikrates,,Q19991484,
RE:Archilachitae,,Q19998956,
RE:Archinos 5,,Q19991508,
RE:Archippos 3,,Q19991519,
RE:Archidamos 8,,Q19991455,
RE:Archidike,,Q19991469,
RE:Ἀρχιφυλακίτης,,Q19991512,
RE:Archidamos 9,,Q19991456,
RE:Archilochos 1,,Q19991489,
RE:Archinos 6,,Q19991510,
RE:Archippe 2,,Q19991515,
RE:Archimedes 1,,Q19991492,
RE:Archippos 5,,Q19991522,
RE:Archimimus,,Q19991500,
RE:Archippos 7,,Q19991525,
RE:Archikles 3,,Q19991480,
RE:Archimima,,Q19991499,
RE:Archikles 1,,Q19991478,
RE:Archippe 1,,Q19991514,
RE:Archias 4,,Q19991412,
RE:Archias 14,,Q19991422,
RE:Archidamos 2,,Q19991447,
RE:Archibios 1,,Q19991434,
RE:Archetius,,Q19991398,
RE:Archias 19,,Q19991428,
RE:Archetimos 4,,Q19991397,
RE:Archidameia 2,,Q19991444,
RE:Archias 5,,Q19991413,
RE:Archias 1,,Q19991407,
RE:Archias 3,,Q19991411,
RE:Archibios 5,,Q19991438,
RE:Archias 10,,Q19991418,
RE:Archias 13,,Q19991421,
RE:Archias 15,,Q19991423,
RE:Archibios 4,,Q19991437,
RE:Archialas,,Q19991404,
RE:Archiadas 2,,Q19991402,
RE:Archias 9,,Q19991417,
RE:Archibios 6,,Q19991439,
RE:Archibios 2,,Q19991435,
RE:Ἀρχέτυπον,,Q19991399,
RE:Archias 12,,Q19991420,
RE:Archidamos,,Q19991445,
RE:Archias 8,,Q19991416,
RE:Archeuthas,,Q19998954,
RE:Archibios 3,,Q19991436,
RE:Archiadas 1,,Q19991401,
RE:Archias 7,,Q19991415,
RE:Archetimos 2,,Q19991394,
RE:Archetimos 1,,Q19991393,
RE:Archetimos 3,,Q19991395,
RE:Archias 16,,Q19991424,
RE:Archidameia 1,,Q19991442,
RE:Archias 11,,Q19991419,
RE:Archidamos 1,,Q19991446,
RE:Archidamis,,Q19998955,
RE:Archibios 7,,Q19991440,
RE:Archias 6,,Q19991414,
RE:Archestratos 17,,Q19991392,
RE:Archermos,,Q19991369,
RE:Sicila,,Q20003154,
RE:Archestratos 12,,Q19991387,
RE:Σίχνις,,Q19997336,
RE:Autochthon 1,,Q19992612,
RE:Archestratos 11,,Q19991386,
RE:Archeptolemos 1,,Q19991366,
RE:Archestratos 6,,Q19991381,
RE:Archestratos 15,,Q19991390,
RE:Autochthe,,Q19992611,
RE:Archestratos 2,,Q19991376,
RE:Archestratos 10,,Q19991385,
RE:Archennos,,Q19998952,
RE:Archestratos 4,,Q19991378,
RE:Sicilia 1,,Q20003156,
RE:Archestratos 8,,Q19991383,
RE:Autobulos 3,,Q19992606,
RE:Archene,,Q19991362,
RE:Archestratos 13,,Q19991388,
RE:Autobulos 4,,Q19992608,
RE:Archestratides 3,,Q19991374,
RE:Archestratos 1,,Q19991375,
RE:Autocharidas,,Q19992609,
RE:Archenor,,Q19991364,
RE:Autochthon 2,,Q19992613,
RE:Archestratos 5,,Q19991380,
RE:Autodike,,Q19992614,
RE:Archestratos 7,,Q19991382,
RE:Archeptolemos 2,,Q19991367,
RE:Archestratos 14,,Q19991389,
RE:Autobulos 1,,Q19992604,
RE:Autocharis,,Q19992610,
RE:Archestratides 1,,Q19991372,
RE:Archeptolis,,Q19991368,
RE:Archemoros 2,,Q19991361,
RE:Autobulos 2,,Q19992605,
RE:Archephon,,Q19991365,
RE:Archembrotos,,Q19991357,
RE:Auxerre,,Q19992632,
RE:Archemolos,,Q19991359,
RE:Archestratos 3,,Q19991377,
RE:Autoba,,Q19992603,
RE:Archestratides 2,,Q19991373,
RE:Archestratos 9,,Q19991384,
RE:Archemoros 1,,Q19991360,
RE:Archemachos 4,,Q19991356,
RE:Archedemos 1,,Q19991273,
RE:Aquatores,,Q19990857,
RE:Archemachos 3,,Q19991355,
RE:Archemachos 2,,Q19991354,
RE:Authenticum,,Q19999067,
RE:Archelas 4,,Q19991346,
RE:Ausurianoi,,Q19999065,
RE:Arborator,,Q19991205,
RE:Autei,,Q19992591,
RE:Archelochos 2,,Q19991352,
RE:Arateia,,Q19991103,
RE:Ἀρχελίδης λόφος,,Q19991349,
RE:Archelochos 1,,Q19991351,
RE:Autini,,Q19992599,
RE:Archedemos 8,,Q19991279,
RE:Autesion 2,,Q19992594,
RE:Autandros,,Q19992588,
RE:Ausugum,,Q19992586,
RE:Archemachos 1,,Q19991353,
RE:Inuca,,Q19996516,
RE:Autisiodurum,,Q20003708,
RE:Archelas 3,,Q19991343,
RE:Autesion 1,,Q19992593,
RE:Archedemos 6,,Q19991277,
RE:Autenti,,Q19992592,
RE:Archelas 2,,Q19991342,
RE:Arca,,Q19991219,
RE:Archeleos,,Q19998951,
RE:Autariatai,,Q19992589,
RE:Authetani,,Q19999068,
RE:Aquili dii,,Q19990882,
RE:Aquila 10,,Q19990874,
RE:Autaioi,,Q19999066,
RE:Autisparate,,Q19992601,
RE:Barbarus a,,Q19992871,
RE:Authepsa,,Q19992597,
RE:Arakos 1,,Q19991055,
RE:Autacae,,Q19992587,
RE:Aquila 6,,Q19990869,
RE:Autipsida,,Q19992600,
RE:Authokos,,Q19999069,
RE:Archelas 1,,Q19991341,
RE:Arcarius,,Q19991223,
RE:Ausufal,,Q19992585,
RE:Ausur,,Q19999064,
RE:Appenninus 2,,Q19990560,
RE:Antiphanes 22,,Q19989300,
RE:Antiphilos 2,,Q19989321,
RE:Antiphanes 1,,Q19989279,
RE:Antiphanes 5,,Q19989283,
RE:Aquarii,,Q19990853,
RE:Aquatiles dii,,Q19990856,
RE:Antiphanes 23,,Q19989301,
RE:Antiphates 6,,Q19989312,
RE:Apparamentum,,Q19990552,
RE:Apsines,,Q19990705,
RE:Antiphanes 2,,Q19989280,
RE:Antiphanes 8,,Q19989286,
RE:Antiphemos,,Q19989317,
RE:Antiphanides,,Q19989302,
RE:Antiphanes 4,,Q19989282,
RE:Antiphanes 13,,Q19989291,
RE:Antiphates 7,,Q19989313,
RE:Antiphanes 10,,Q19989288,
RE:Antiphera,,Q19989318,
RE:Antiphanes 3,,Q19989281,
RE:Antiphanes 12,,Q19989290,
RE:Antiphas,,Q19989303,
RE:Antiphanes 17,,Q19989295,
RE:Antiphanes 14,,Q19989292,
RE:Antiphellos,,Q19989316,
RE:Antiphanes 16,,Q19989294,
RE:Antiphanes 9,,Q19989287,
RE:Apparator,,Q19990555,
RE:Antiphanes 6,,Q19989284,
RE:Antiphanes 11,,Q19989289,
RE:Antiphates 10,,Q19989315,
RE:Antiphates 2,,Q19989308,
RE:Antiphates 3,,Q19989309,
RE:Apparitores,,Q19990554,
RE:Antiphanes 18,,Q19989297,
RE:Antiphates 9,,Q19989314,
RE:Antiphanes 20,,Q19989298,
RE:Antiphanes 21,,Q19989299,
RE:Antiphates 4,,Q19989310,
RE:Antiphateia,,Q19989306,
RE:Antiphates 5,,Q19989311,
RE:Antiphanes 7,,Q19989285,
RE:Aquarioli,,Q19990854,
RE:Antiphates 1,,Q19989307,
RE:Ἀπορραντήριον,,Q19990524,
RE:Antipatrides,,Q19989242,
RE:Antiope 7,,Q19989229,
RE:Antiope 3,,Q19989224,
RE:Antipas,,Q19998803,
RE:Antipatros 30,,Q19989271,
RE:Antion 1,,Q19989220,
RE:Antiope 6,,Q19989228,
RE:Antipatros 36,,Q19989277,
RE:Antiope 2,,Q19989223,
RE:Antipatros 8,,Q19989248,
RE:Antion 2,,Q19998802,
RE:Antipatros 34,,Q19989275,
RE:Antipatros 33,,Q19989274,
RE:Antiope 11,,Q19989235,
RE:Antipatros 28,,Q19989270,
RE:Antipatros 20,,Q19989260,
RE:Antipaphos,,Q19989239,
RE:Antiope 8,,Q19989231,
RE:Antiope 5,,Q19989227,
RE:Antiope 1,,Q19989222,
RE:Antios,,Q19989238,
RE:Antipatros 27,,Q19989269,
RE:Antipatros 21,,Q19989261,
RE:Antipatria,,Q19989241,
RE:Antipatros 35,,Q19989276,
RE:Antipatros 32,,Q19989273,
RE:Antipatros 31,,Q19989272,
RE:Antipatros 10,,Q19989250,
RE:Antipatros 7,,Q19989247,
RE:Antiope,,Q19989221,
RE:Antipatros 37,,Q19989278,
RE:Antipego,,Q19998804,
RE:Antiope 4,Antiope (Amazone),Q19989226,Q580862
RE:Archias 23,Archias,Q19991432,Q411645
RE:Archidamos 3,Archidamos II.,Q19991448,Q313731
RE:Collusio,Kollusion (Recht),Q19994699,Q701521
RE:Antipatros 13,Antipater I. (Makedonien),Q19989253,Q8636269
RE:Ἀρχιατρός,Archiater,Q19991433,Q567971
